Intent,Question,Answer
property_management_services,"What services are included in property management?","Housekeeping, contractor supervision, scheduling cleaning, gardening, and emergency call-outs"
property_management_services,"What does the property management service include?","Regular visits, maintenance scheduling, cleaning, gardening, and emergency responses"
property_management_services,"Can you list the services under property management?","Regular housekeeping, maintenance, gardening, and emergency assistance"
property_management_services,"Which services are offered in property management?","Bi-monthly or weekly visits, contractor management, emergency calls, and upkeep"

total_property_count,"How many properties are available?","21 properties in total"
total_property_count,"What is the total number of properties?","21 properties"
total_property_count,"Can you tell me the total count of properties?","21 properties"
total_property_count,"How many properties are listed?","21 properties"

cabin_count,"How many cabins are available?","2 cabins"
cabin_count,"What's the count of cabin-type properties?","2 cabins"
cabin_count,"How many properties are categorized as cabins?","2 cabins"
cabin_count,"How many cabins do you have?","2 cabins"

apartment_count,"How many apartments are available?","5 apartments"
apartment_count,"What is the number of apartment-type properties?","5 apartments"
apartment_count,"How many properties are categorized as apartments?","5 apartments"
apartment_count,"How many apartments do you have?","5 apartments"

guesthouse_room_count,"How many rooms are available in the guesthouse?","3 rooms in the guesthouse"
guesthouse_room_count,"What's the count of guesthouse rooms?","3 rooms"
guesthouse_room_count,"How many guesthouse rooms are there?","3 rooms"
guesthouse_room_count,"How many rooms are in the guesthouse?","3 rooms"

house_count,"How many houses are available?","5 houses"
house_count,"What is the number of house-type properties?","5 houses"
house_count,"How many properties are categorized as houses?","5 houses"
house_count,"How many houses do you have?","5 houses"

lodge_count,"How many lodges are available?","1 lodge (Ichibi Luxury Lodge)"
lodge_count,"What is the count of lodges?","1 lodge"
lodge_count,"How many properties are categorized as lodges?","1 lodge"
lodge_count,"How many lodges are there?","1 lodge"

property_name,"Can you list all the property names?","Clifftop Cabin, Wildside Cabin, Rondebos Retreat, Hill Penthouse Plett, Hill Sea-View Apartment, Arrowood Apartment, Toplis Vista, Keurbooms River Apartment, Ichibi Luxury Lodge (including Zebra Room, Hollywood Room, Ostrich Room, Elephant Room), Dassen Eiland Home, Panorama Seaview Apart, Caz Cottage, Proteadale Home, Daedalus House, Iroko Luxury Mansion, Robberg Room, Lookout Room, Sanctuary Room"
property_name,"What are the names of all properties?","Clifftop Cabin, Wildside Cabin, Rondebos Retreat, Hill Penthouse Plett, Hill Sea-View Apartment, Arrowood Apartment, Toplis Vista, Keurbooms River Apartment, Ichibi Luxury Lodge (Zebra Room, Hollywood Room, Ostrich Room, Elephant Room), Dassen Eiland Home, Panorama Seaview Apart, Caz Cottage, Proteadale Home, Daedalus House, Iroko Luxury Mansion, Robberg Room, Lookout Room, Sanctuary Room"
property_name,"Could you tell me the names of the properties?","Clifftop Cabin, Wildside Cabin, Rondebos Retreat, Hill Penthouse Plett, Hill Sea-View Apartment, Arrowood Apartment, Toplis Vista, Keurbooms River Apartment, Ichibi Luxury Lodge (Zebra Room, Hollywood Room, Ostrich Room, Elephant Room), Dassen Eiland Home, Panorama Seaview Apart, Caz Cottage, Proteadale Home, Daedalus House, Iroko Luxury Mansion, Robberg Room, Lookout Room, Sanctuary Room"
property_name,"What are all the property names?","Clifftop Cabin, Wildside Cabin, Rondebos Retreat, Hill Penthouse Plett, Hill Sea-View Apartment, Arrowood Apartment, Toplis Vista, Keurbooms River Apartment, Ichibi Luxury Lodge (Zebra Room, Hollywood Room, Ostrich Room, Elephant Room), Dassen Eiland Home, Panorama Seaview Apart, Caz Cottage, Proteadale Home, Daedalus House, Iroko Luxury Mansion, Robberg Room, Lookout Room, Sanctuary Room"

website_name,"What is the name of your website?","Calm Waters Plett"
website_name,"What's the website called?","Calm Waters Plett"
website_name,"Can you tell me the website's name?","Calm Waters Plett"
website_name,"What’s the name of this site?","Calm Waters Plett"

website_services,"What services do you offer on Calm Waters Plett?","Home Management & Holiday Rentals"
website_services,"What does Calm Waters Plett specialize in?","Home Management & Holiday Rentals"
website_services,"Can you describe the services offered on this website?","Home Management & Holiday Rentals"
website_services,"What services can I find on Calm Waters Plett?","Home Management & Holiday Rentals"

explore_properties,"Where can I view available properties?","Explore Properties section"
explore_properties,"How can I see the properties?","Check out the Explore Properties section"
explore_properties,"Where are the properties listed?","In the Explore Properties section"
explore_properties,"How do I explore the property listings?","Visit the Explore Properties section"

plettenberg_bay_overview,"Can you tell me about Plettenberg Bay?","Plettenberg Bay is a coastal paradise with pristine beaches, lush forests, and vibrant marine life"
plettenberg_bay_overview,"What is Plettenberg Bay like?","A beautiful coastal area with beaches, forests, and rich marine life"
plettenberg_bay_overview,"Describe Plettenberg Bay","Known for its beaches, forests, and vibrant wildlife"
plettenberg_bay_overview,"What’s special about Plettenberg Bay?","Pristine beaches, lush forests, and diverse marine life"

getting_to_plettenberg_bay,"How do I get to Plettenberg Bay?","Accessible by car or regional airport, located on the N2 highway"
getting_to_plettenberg_bay,"What are the travel options to Plettenberg Bay?","Car or regional airport, along the N2"
getting_to_plettenberg_bay,"How can I reach Plettenberg Bay?","Via the N2 highway or regional airport"
getting_to_plettenberg_bay,"Is there an airport in Plettenberg Bay?","Yes, a regional airport"

about_us,"What is the story behind Calm Waters Plett?","Calm Waters Plett connects people with coastal properties and offers home management services, focusing on excellence and luxury"
about_us,"Tell me about Calm Waters Plett's background","A dedicated team offering high-quality property management in Plettenberg Bay"
about_us,"Can you share Calm Waters Plett’s story?","Specializing in property management with a passion for quality and luxury"
about_us,"What’s the story behind Calm Waters Plett?","Connecting people with fine coastal properties in Plettenberg Bay"

meet_the_team,"Who are the founders of Calm Waters Plett?","Kecia, Dan, and Lionel Barry"
meet_the_team,"Can you tell me about the team?","Founded by Kecia, Dan, and Lionel Barry, each bringing expertise to ensure exceptional guest experiences"
meet_the_team,"Who manages Calm Waters Plett?","Kecia, Dan, and Lionel Barry handle client relations, property preparation, and maintenance"
meet_the_team,"Who runs Calm Waters Plett?","Kecia, Dan, and Lionel Barry"

top_attractions,"What are the top attractions in Plettenberg Bay?","Robberg Nature Reserve, Plettenberg Bay Beaches, Tsitsikamma National Park, Whale & Dolphin Watching, and local restaurants"
top_attractions,"Can you list the attractions in Plettenberg Bay?","Robberg Nature Reserve, Beaches, Tsitsikamma Park, Whale Watching, and dining spots"
top_attractions,"What attractions are near Plettenberg Bay?","Nature reserves, beaches, national parks, and whale watching"
top_attractions,"What places should I visit in Plettenberg Bay?","Robberg Reserve, Central and Lookout Beach, Tsitsikamma, and local eateries"

restaurants,"What are some recommended restaurants in Plettenberg Bay?","The Fat Fish, Emily Moon, Enrico's, Nguni, The Lookout Deck, Surf Café"
restaurants,"Can you suggest restaurants in Plettenberg Bay?","The Fat Fish, Emily Moon, Enrico's, Nguni, The Lookout Deck, Surf Café"
restaurants,"Where can I dine in Plettenberg Bay?","Restaurants like The Fat Fish, Emily Moon, Enrico's, Nguni"
restaurants,"Which are the popular places to eat in Plettenberg Bay?","Popular spots include The Fat Fish, Emily Moon, Enrico's, Nguni"

nightlife,"Where can I enjoy nightlife in Plettenberg Bay?","Flashbacks Pub and Lounge, Zanzibar"
nightlife,"What are the nightlife options in Plettenberg Bay?","Flashbacks Pub and Lounge, Zanzibar for music and lively atmospheres"
nightlife,"Where can I go for a night out in Plettenberg Bay?","Flashbacks and Zanzibar are popular nightlife spots"
nightlife,"Any nightlife suggestions for Plettenberg Bay?","Flashbacks Pub and Lounge, Zanzibar"

plettenberg_bay_history,"Tell me about the history of Plettenberg Bay","Originally called Bahia Formosa by Portuguese explorers, renamed in 1778 after a Dutch governor"
plettenberg_bay_history,"What’s the historical background of Plettenberg Bay?","Known as Bahia Formosa, later named Plettenberg Bay by Dutch authorities"
plettenberg_bay_history,"How did Plettenberg Bay get its name?","Renamed after Baron Joachim van Plettenberg, a Dutch governor, in 1778"
plettenberg_bay_history,"What’s the history behind Plettenberg Bay?","Originally named Beautiful Bay, became a timber and trade hub"

contact_email,"What is the contact email for Calm Waters Plett?","keciacbarry@gmail.com"
contact_email,"How do I reach Calm Waters Plett by email?","Email at keciacbarry@gmail.com"
contact_email,"Can I get the email address for Calm Waters Plett?","keciacbarry@gmail.com"
contact_email,"What’s the email for Calm Waters Plett?","keciacbarry@gmail.com"

contact_phone,"What is the contact number for Calm Waters Plett?","+27 84 549 5975"
contact_phone,"How do I reach Calm Waters Plett by phone?","+27 84 549 5975"
contact_phone,"Can I get the phone number for Calm Waters Plett?","+27 84 549 5975"
contact_phone,"What’s the phone number for Calm Waters Plett?","+27 84 549 5975"

contact_whatsapp,"Can I reach Calm Waters Plett on WhatsApp?","Yes, at +27 84 549 5975"
contact_whatsapp,"Is there a WhatsApp number for Calm Waters Plett?","+27 84 549 5975"
contact_whatsapp,"How do I contact Calm Waters Plett on WhatsApp?","+27 84 549 5975"
contact_whatsapp,"Can I chat with Calm Waters Plett on WhatsApp?","+27 84 549 5975"

contact_address,"What is the office address for Calm Waters Plett?","4 Diadem Rd, Robberg Ridge, Plettenberg Bay, 6600, South Africa"
contact_address,"Where is the office located?","4 Diadem Rd, Robberg Ridge, Plettenberg Bay, 6600"
contact_address,"Can I get the address for Calm Waters Plett?","4 Diadem Rd, Robberg Ridge, Plettenberg Bay"
contact_address,"What’s the location of Calm Waters Plett?","4 Diadem Rd, Robberg Ridge, Plettenberg Bay, South Africa"

office_hours,"What are the opening hours for Calm Waters Plett?","Mon-Fri: 9:00 AM - 5:00 PM, Sat-Sun: 10:00 AM - 3:00 PM"
office_hours,"When is Calm Waters Plett open?","Monday to Friday 9:00 AM - 5:00 PM, Saturday and Sunday 10:00 AM - 3:00 PM"
office_hours,"Can you tell me the operating hours?","Mon-Fri: 9:00 AM - 5:00 PM, Sat-Sun: 10:00 AM - 3:00 PM"
office_hours,"What are Calm Waters Plett's hours?","Mon-Fri: 9:00 AM - 5:00 PM, Sat-Sun: 10:00 AM - 3:00 PM"
